ds,yhat,yhat_lower,yhat_upper
2023-10-15,5.013134615614441,0.5120089686058057,9.771314237740105
2023-10-22,4.1915938369690195,0.0,8.96614272881474
2023-10-29,2.2904317370338476,0.0,6.928920148494506
2023-11-05,0.43412169242154564,0.0,5.105546942494377
2023-11-12,0.0,0.0,4.107965897080115
2023-11-19,1.1738376620516515,0.0,6.152244930279533
2023-11-26,3.464687399040523,0.0,8.223640305718016
2023-12-03,4.936722504486105,0.12269414842337634,9.581515520979734
2023-12-10,4.314567364961734,0.0,9.168508774191297
2023-12-17,2.136481239176133,0.0,6.7881019054181735
2023-12-24,0.3421091269589578,0.0,4.943316248401602
2023-12-31,0.4121251007846194,0.0,5.144279773549468
2024-01-07,1.9656332794028128,0.0,6.944872103438584
2024-01-14,3.3243313118229145,0.0,8.154952571395494
2024-01-21,3.3753286666313294,0.0,8.238442164567223
2024-01-28,2.6139509246341723,0.0,7.386642384155353
2024-02-04,2.271545731095812,0.0,7.174831190995043
2024-02-11,2.7170257837477454,0.0,7.497832563284715
2024-02-18,3.1046661853116664,0.0,7.686906086504653
2024-02-25,2.605786554538464,0.0,7.361995518671183
2024-03-03,1.5764931985708688,0.0,6.1074950362763625
2024-03-10,1.1529780017863827,0.0,5.948358637994783
2024-03-17,1.8116763343205626,0.0,7.075720589881834
2024-03-24,2.7608884646075813,0.0,7.754347021295543
2024-03-31,2.94957608777755,0.0,7.718702035851031
2024-04-07,2.3832849756848455,0.0,7.105223009521709
2024-04-14,2.0337905924209814,0.0,7.098463445902295
2024-04-21,2.462148199416685,0.0,7.072960744600524
2024-04-28,2.9911203920192024,0.0,7.957689141718016
2024-05-05,2.604339329265778,0.0,7.50637692206774
2024-05-12,1.4877444109423248,0.0,6.184299905043195
2024-05-19,1.160440164588386,0.0,5.642143090594815
2024-05-26,2.812602133653413,0.0,7.443457030105504
2024-06-02,5.771735454042498,0.9843500412213926,10.321234548980405
2024-06-09,8.034334804997666,3.579375539023224,12.905042488445874
2024-06-16,8.377629084578519,3.7463690193753427,13.231861270571759
2024-06-23,7.619215901783221,2.792397688441733,12.354232787721768
2024-06-30,7.543819735053486,2.6313689451711033,12.374238399343703
2024-07-07,8.774402995997487,3.916099590715377,13.719422736706962
2024-07-14,10.108495116465527,5.260870406796755,14.791082883781224
2024-07-21,10.066103296027798,5.370436180167849,14.88681220913405
2024-07-28,8.749190940772458,4.5821129047966345,13.66333383324693
2024-08-04,7.769818337879921,2.943073286802355,12.65917997614946
2024-08-11,8.332304859524903,3.906813262350625,13.018523597857088
2024-08-18,9.735752935073892,4.992380453113897,14.539856447297128
2024-08-25,10.042115619137045,5.415333520532996,14.665160603970412
2024-09-01,8.14675953534499,3.1967678472014422,13.103643160159965
2024-09-08,4.969377778894606,0.0,9.434038887435024
2024-09-15,2.5846594024912535,0.0,6.900004643937109
2024-09-22,2.3581675609715287,0.0,7.1914762606950156
2024-09-29,3.9687720411404777,0.0,8.605152311909372
2024-10-06,5.967620417411961,1.389468444020237,10.902036105876308
2024-10-13,6.973884105777895,2.1689217897933917,11.878358503794916
2024-10-20,6.419191783774159,1.6946151453095317,11.03823255722908
2024-10-27,4.642307675153976,0.1863144198015124,9.458222041513642
2024-11-03,2.6798606884064773,0.0,7.335530596209587
2024-11-10,1.8220721907677957,0.0,6.723276558072869
2024-11-17,2.804128591592941,0.0,7.538724196869024
2024-11-24,5.037689130484106,0.0,9.878102031691228
2024-12-01,6.788161792584082,2.1346040570941613,11.547128363723191
2024-12-08,6.559089226765801,2.117796706803717,11.583020627020291
2024-12-15,4.536917946345726,0.0,9.350410068723065
2024-12-22,2.525113743367523,0.0,7.120849608322264
2024-12-29,2.231417644707194,0.0,6.857969975367134
2025-01-05,3.627980188566162,0.0,8.490196100868001
2025-01-12,5.143409557826547,0.319245459201691,9.773419848259682
2025-01-19,5.43686201215129,0.7112766782076038,10.116105302867679
2025-01-26,4.728675199047115,0.0,9.165701997342213
2025-02-02,4.243836212191745,0.0,9.189393466078839
2025-02-09,4.585557443659021,0.0,9.247784328261268
2025-02-16,5.066343933771113,0.36749482492886987,9.705830366863069
2025-02-23,4.73893489580261,0.0,9.155963683046567
2025-03-02,3.7258079423272177,0.0,8.314356645736535
